onset,offset,duration,chord,quality,confidence
0.7146666666666667,1.1733333333333333,0.45866666666666667,Fm7,min7,0.8166538774967194
1.1733333333333333,1.632,0.45866666666666656,Ab,maj,0.7481366475505078
1.632,2.0906666666666665,0.45866666666666656,Fm,min,0.8188567788460341
2.0906666666666665,2.5493333333333332,0.4586666666666668,Bbm7,min7,0.724977895617485
2.5493333333333332,3.008,0.4586666666666668,Emaj7,maj7,0.7965525314211845
3.008,3.466666666666667,0.4586666666666668,Fm7b5,hdim7,0.773624561727047
3.466666666666667,3.978666666666667,0.512,N,N,0.6445985548198223
3.978666666666667,4.437333333333333,0.45866666666666633,Db7,dom7,0.7788664773106575
4.437333333333333,4.842666666666666,0.4053333333333331,F#maj7,maj7,0.8620794266462326
4.842666666666666,5.696,0.8533333333333335,Ebm7,min7,0.7327561117708683
5.696,6.144,0.4480000000000004,Bbmaj7,maj7,0.8236546628177166
6.144,6.645333333333333,0.5013333333333332,Bbm,min,0.7170852677948825
6.645333333333333,10.613333333333333,3.968,Dbmaj7,maj7,0.7665359001192782
10.613333333333333,12.490666666666666,1.8773333333333326,Gm7b5,hdim7,0.7249567178077996
12.490666666666666,12.949333333333334,0.45866666666666767,Dbmaj7,maj7,0.745375469326973
12.949333333333334,13.397333333333334,0.4480000000000004,Db,maj,0.7074569567290717
13.397333333333334,14.794666666666666,1.3973333333333322,Gm7b5,hdim7,0.7486278048406044
14.794666666666666,15.232,0.43733333333333313,Dbmaj7,maj7,0.6943271532654762
15.232,15.733333333333333,0.5013333333333332,Bbm,min,0.7084439662392171
15.733333333333333,16.256,0.5226666666666677,Dbmaj7,maj7,0.7015465945005417
16.256,17.642666666666667,1.3866666666666667,Gm7b5,hdim7,0.7404089296857516
17.642666666666667,18.122666666666667,0.4800000000000004,Dbmaj7,maj7,0.764303907752037
18.122666666666667,18.570666666666668,0.4480000000000004,Gm7b5,hdim7,0.6996971964836121
18.570666666666668,19.893333333333334,1.3226666666666667,Bbm,min,0.8032744283626586
19.893333333333334,20.714666666666666,0.8213333333333317,Dbmaj7,maj7,0.746960960328579
20.714666666666666,21.109333333333332,0.39466666666666583,Bbm,min,0.8008883509815959
21.109333333333332,22.432,1.3226666666666667,Gm7b5,hdim7,0.844613661368688
22.432,23.466666666666665,1.0346666666666664,Dbmaj7,maj7,0.6774027943611145
23.466666666666665,23.989333333333335,0.5226666666666695,Db,maj,0.6706382955919519
23.989333333333335,25.557333333333332,1.5679999999999978,Dbmaj7,maj7,0.759018424898386
25.557333333333332,26.037333333333333,0.4800000000000004,Gm7b5,hdim7,0.6528184860944748
26.037333333333333,26.581333333333333,0.5440000000000005,G,maj,0.7594598643620449
26.581333333333333,27.125333333333334,0.5440000000000005,Am7,min7,0.7322752922773361
27.125333333333334,27.573333333333334,0.4480000000000004,Em7,min7,0.7932992205023766
27.573333333333334,28.053333333333335,0.4800000000000004,Am7,min7,0.7478200308978558
28.053333333333335,28.512,0.4586666666666659,A7,dom7,0.7734689209610224
28.512,28.970666666666666,0.4586666666666659,Am7,min7,0.790834479033947
28.970666666666666,29.429333333333332,0.4586666666666659,G,maj,0.7392518843372617
29.429333333333332,29.898666666666667,0.46933333333333493,Eb,maj,0.7895280802331988
29.898666666666667,30.368,0.4693333333333314,Ebm7b5,hdim7,0.7433349043130875
30.368,31.30666666666667,0.9386666666666699,Eb,maj,0.8196182858565266
31.30666666666667,31.765333333333334,0.4586666666666659,Em,min,0.7549903181848078
31.765333333333334,33.23733333333333,1.4719999999999978,Amaj7,maj7,0.7724308681984743
33.23733333333333,33.717333333333336,0.480000000000004,Ebm7,min7,0.7509088590741158
33.717333333333336,36.458666666666666,2.74133333333333,Amaj7,maj7,0.8388440155734619
36.458666666666666,36.864,0.4053333333333313,B7,dom7,0.7615990303456783
36.864,37.269333333333336,0.40533333333333843,Abmaj7,maj7,0.657665804028511
37.269333333333336,38.08,0.8106666666666626,Db,maj,0.7718204774134012
38.08,38.63466666666667,0.5546666666666695,Dbm,min,0.705495240269661
38.63466666666667,39.08266666666667,0.4480000000000004,A,maj,0.7081258848181456
39.08266666666667,39.541333333333334,0.4586666666666659,Cm7b5,hdim7,0.7410237640142441
39.541333333333334,39.989333333333335,0.4480000000000004,Cm7,min7,0.866677314043045
39.989333333333335,40.821333333333335,0.8320000000000007,Cm7b5,hdim7,0.7597166858613491
40.821333333333335,41.25866666666667,0.4373333333333349,Bbmaj7,maj7,0.696394257247448
41.25866666666667,41.717333333333336,0.4586666666666659,Fm,min,0.8456248843802903
41.717333333333336,42.57066666666667,0.8533333333333317,Bbm7,min7,0.8164947591722012
42.57066666666667,43.008,0.4373333333333349,Abmaj7,maj7,0.744476929306984
43.008,43.44533333333333,0.4373333333333278,Amaj7,maj7,0.7761096209287643
43.44533333333333,44.34133333333333,0.8960000000000008,E7,dom7,0.830053448677063
44.34133333333333,44.885333333333335,0.544000000000004,A7,dom7,0.7220835760235786
44.885333333333335,45.333333333333336,0.4480000000000004,Dmaj7,maj7,0.8991779685020447
