onset,offset,duration,chord,quality,confidence
0.44117913832199546,2.589024943310658,2.147845804988662,N,N,0.6162294715642929
2.589024943310658,3.030204081632653,0.4411791383219952,Gmaj7,maj7,0.651406317949295
3.030204081632653,3.4597732426303853,0.42956916099773235,Abmaj7,maj7,0.6780816130340099
3.4597732426303853,3.866122448979592,0.4063492063492067,Ebmaj7,maj7,0.7110712304711342
3.866122448979592,4.295691609977324,0.42956916099773235,Dmaj7,maj7,0.7173374444246292
4.295691609977324,4.713650793650793,0.41795918367346907,Ebmaj7,maj7,0.7089493796229362
4.713650793650793,5.154829931972789,0.4411791383219956,Abmaj7,maj7,0.731342040002346
5.154829931972789,5.596009070294785,0.4411791383219956,Dmaj7,maj7,0.6950666159391403
5.596009070294785,6.025578231292517,0.42956916099773235,Abm7b5,hdim7,0.6768742054700851
6.025578231292517,6.443537414965986,0.41795918367346907,E7,dom7,0.6714513152837753
6.443537414965986,6.873106575963718,0.42956916099773235,Abmaj7,maj7,0.6920029297471046
6.873106575963718,7.302675736961452,0.42956916099773323,N,N,0.6416203789412975
7.302675736961452,8.17342403628118,0.870748299319728,Dmaj7,maj7,0.7142526227980852
8.17342403628118,8.591383219954649,0.41795918367346907,Amaj7,maj7,0.7119153663516045
8.591383219954649,9.009342403628118,0.41795918367346907,Dmaj7,maj7,0.6891747042536736
9.009342403628118,9.450521541950113,0.4411791383219956,D,maj,0.6819109084432824
9.450521541950113,9.891700680272109,0.4411791383219956,Ebmaj7,maj7,0.6852110549807549
9.891700680272109,10.32126984126984,0.42956916099773146,Abmaj7,maj7,0.7214729562401772
10.32126984126984,10.739229024943311,0.41795918367347085,Dbmaj7,maj7,0.6777621731162071
10.739229024943311,11.609977324263038,0.8707482993197271,Dmaj7,maj7,0.7049636952579021
11.609977324263038,12.016326530612245,0.4063492063492067,Abmaj7,maj7,0.7151095196604729
12.016326530612245,12.45750566893424,0.4411791383219956,Dmaj7,maj7,0.7259787619113922
12.45750566893424,13.305034013605443,0.8475283446712023,E7,dom7,0.6982366181910038
13.305034013605443,13.722993197278912,0.41795918367346907,Abmaj7,maj7,0.7018135488033295
13.722993197278912,14.164172335600908,0.4411791383219956,E7,dom7,0.6674687303602695
14.164172335600908,14.59374149659864,0.42956916099773146,Db7,dom7,0.684851149097085
14.59374149659864,15.023310657596372,0.42956916099773323,Dbm7,min7,0.7733594179153442
15.023310657596372,15.441269841269841,0.41795918367346907,Abm,min,0.7578144183523315
15.441269841269841,15.870839002267573,0.42956916099773146,Dbmaj7,maj7,0.7604595571756363
15.870839002267573,16.300408163265306,0.42956916099773323,Dbm7,min7,0.7260973304510117
16.300408163265306,17.171156462585035,0.8707482993197289,Abmaj7,maj7,0.7304231524467468
17.171156462585035,17.57750566893424,0.4063492063492049,Dbm7b5,hdim7,0.6539878100156784
17.57750566893424,18.018684807256236,0.4411791383219956,Dmaj7,maj7,0.7429484352469444
18.018684807256236,18.45986394557823,0.4411791383219956,Ebmaj7,maj7,0.697902612388134
18.45986394557823,18.877823129251702,0.41795918367347085,Amaj7,maj7,0.7284030467271805
